dataset_record_id,tweet_id,tweet_url,text_original
record:0234568c6ce1663dda23ac25b090bae893cb884083f6dbd149c7e01034073c99,621241334414864384,https://twitter.com/dtptraffic/status/621241334414864384,"Traffic Alert वजीराबाद से तिमारपुर रोड़ पर PWD नाले का कम कर रही हैं,कृप्या इस मार्ग के प्रयोग से बचें | असुविधा के लिए खेद है |"
record:02f6a69f3714c2ec41b69b760691e1d937446bd26a14077a00b2fb97daa5bce7,634055024218349568,https://twitter.com/dtptraffic/status/634055024218349568,Traffic Alert रानी झाँसी रोड पर यातायात अब सामान्य है |
record:036d26903d2857c224ed35eb270587542cf316c2f829c743c5486c7966669d71,995890159148187648,https://twitter.com/dtptraffic/status/995890159148187648,"Traffic Alert कोपरनिकस मार्ग से इंडिया गेट जाने वाले मार्ग पर एक पेड़ गिरने वाला हैं, जिसके कारण रोड पर यातायात की आवाजाही को बंद कर दिया गया हैं |"
record:03c4544c9af1bb2ac907e3428853af688f6ca353ee23e410bec18ff1eb425591,1048051847926181889,https://twitter.com/dtptraffic/status/1048051847926181889,Traffic Alert भगवान दास रोड से W- Point मथुरा रोड प्रगति मैदान गेट न.8 के सामने DJB की पाइप लाइन फट गयी है यातायात बाधित रहेगा |
record:03cdcabe605526e9940472d4294e269cc22ed288cd88eda176113752db0fb010,536128531601051648,https://twitter.com/dtptraffic/status/536128531601051648,"Traffic Alert एस डी पब्लिक स्कूल मे समारोह होने के कारण रामा रोड पर यातायात 6 बजे से 11 बजे तक ज़्यादा रहेगा, असुविधा के लिए खेद है|"
record:040d055c5573b4252b30b8ea60de43d31f81e79213c16228b27fa29fda9e4af9,1100647791880110080,https://twitter.com/dtptraffic/status/1100647791880110080,Traffic Alert अखिल भारतीय यूथ फेडरेशन का जुलूस जो मंडी हाउस से चला था वो जंतर मंतर पहुँच चुका है यातायात अब सामान्य हैI
record:0413e9a4c0cf7592e18ee298db28dc47b2bc04c77c44f6ca14dbf272ca30a9dc,548787346703802369,https://twitter.com/dtptraffic/status/548787346703802369,"Traffic Alert मेट्रो का काम चलने के कारण श्यामलाल कॉलेज से बिहारी कालोनी (रोड नंबर 57) तक यातायात ज्यादा रहेगा, असुविधा के लिए खेद है|"
record:0470f9069ba574a17cf80e575330eef53a21478b82f6460e231c59e3d60341fe,1034284847991152640,https://twitter.com/dtptraffic/status/1034284847991152640,Traffic Alert R/A Dr Rajendra Prasad Road से Windsor Place की तरफ जाने वाले मार्ग पर जलभराव के कारण यातायात प्रभवित है!
record:04dcc41c5b5504bcbf6a1c20d842ffd4b549e983b6c87c87825ce153d432a9d5,953887088369283072,https://twitter.com/dtptraffic/status/953887088369283072,"Traffic Alert धौला कुआँ से गुरुग्राम रोड पर BSF Contingent निकल रही है, जिसके कारण यातायात ज्यादा है|"
record:04ef9c5af384ee8aa19280fd79dcf7bcdc6ac95f3fe1aeb1015dc7d0518f202a,878463358973820929,https://twitter.com/dtptraffic/status/878463358973820929,Traffic Alert लोनी गोल चक्कर पर PWD वाले पाइप लाइन डालने का कार्य कर रहे है जिसकी वजह से यहाँ पर यातायात जयादा है |
record:0522079a7a0a87ee535420a6479574043688d2a4f7fa18ea6071bebdcb9a9803,591901089814814720,https://twitter.com/dtptraffic/status/591901089814814720,"Traffic Alert नरेला से बवाना रोड पर J.J. कॉलोनी वालो ने यातायात जाम कर रखा है, असुविधा के लिए खेद है|"
record:05296071fa67983f5590d8c7c8da50cd67d25ba2ed17646b710545f64cc39b0f,1022703284400807936,https://twitter.com/dtptraffic/status/1022703284400807936,Traffic Alert ओखला मंडी के पास जलभराव के कारण यातायात प्रभावित है कृप्या इस मार्ग के प्रयोग से बचें |
record:05343dfa1bbaebffbead5f45e82f2dc0fd9a0c303f4d8fe4dc3e496f7a28a6fb,1056105892255547392,https://twitter.com/dtptraffic/status/1056105892255547392,"Traffic Alert महारानी बाग से ITO जाने वाले मार्ग में सराय काले खां फ्लाईओवर पर एक ट्रक ख़राब है और सराय काले खां के पास एक कंटेनर ख़राब हो गया है | यातायात ज्यादा है |नॉएडा, गाजियाबाद जाने के लिए DND का प्रयोग करे या मथुरा रोड का प्रयोग करे|"
record:05885681e260b47b9d185ced9624fc8fb9540177544e35fd99ac0e41f798bd8f,619836374477336576,https://twitter.com/dtptraffic/status/619836374477336576,Traffic Alert जल भराव के कारण MB रोड (वायु सेना रोड) पर यातायात प्रभावित है | असुविधा के लिए खेद है |
record:05c53039655fbf68bb1d52d853f7ddb1e872024368daa32d47c9c4ec1f803219,629690451868692480,https://twitter.com/dtptraffic/status/629690451868692480,Traffic Alert अधचिनी रेड लाइट पर जल भराव के कारण यातायात को अधचिनी से वसंत विहार की तरफ डाइवर्ट कर दिया गया है| असुविधा के लिए खेद है |
record:05df792c5e1a982e5b436ce7ad13536a8a7a89efd35be2517ee980ae10fecd9f,821709779492081664,https://twitter.com/dtptraffic/status/821709779492081664,Traffic Alert मोती बाग से राव तुलाराम मार्ग पर यातायात ज्यादा है|
record:071b9cf8d3e09e11b8db9f1727d23334d97fe17e2dc24bb442b471d4d5525c71,616131716223225856,https://twitter.com/dtptraffic/status/616131716223225856,Traffic Alert धौला कुआँ फ्लाईओवर के पास जो कंटेनर ख़राब हो गया था उसे वहां से हटा दिया गया है | यहाँ पर यातायात अब सामान्य है |
record:0738a85d890c87c92e3471154f9bb18cd4c8a4c1915e71c639ef8f3ae2fe224c,1031393915981766656,https://twitter.com/dtptraffic/status/1031393915981766656,"Traffic Alert द्वारका लिंक रोड से द्वारका सेक्टर - 21,समालखा और NH-8 की तरफ जाने वाले कट को बंद कर दिया गया है I"
record:0790a3ef456b26ae7b5ab3af09d40c4586a52cb6b75b8f381c14f86a640b547a,582879562201112576,https://twitter.com/dtptraffic/status/582879562201112576,Traffic Alert गाँधी नगर मेन मार्केट में मिटटी के तेल के गोदाम में आग लग गयी है I
record:0805c4df93687026c0d2d0cc3b7cb728e1179b9a1256429e743edf1e9a647204,604166199300214785,https://twitter.com/dtptraffic/status/604166199300214785,Traffic Alert Breakdown container removed from Shanti Van Chowk. शांति वन चौक के पास जो कंटेनर पलट गया था उसे वहां से हटा दिया गया है |
record:0834fdea512fafcdf55d156e3cf3b53edfed37faa59253a63a133a203b475ac8,870502396211863555,https://twitter.com/dtptraffic/status/870502396211863555,Traffic Alert मदर डेरी से नरवाना रोड की तरफ BSES वाले खुदाई का कार्य कर रहें हैं जिससे यातायात प्रभावित हैं| कृपया इस मार्ग के प्रयोग से बचे
record:08df4a1082f11a05799823f05178d3520a210610ff6bbf191791117c71d74adb,1078879051035463680,https://twitter.com/dtptraffic/status/1078879051035463680,Traffic Alert आश्रम से बदरपुर जाते हुए CRRI रेड लाइट पर जो ट्रक डिवाइडर पर चढ़ गया था उसे हटा दिया गया हैI
record:09039291546e0ff0a2d6b522849525d1afab80f195046c5bb09a6af40f6a2dcf,597688272341626881,https://twitter.com/dtptraffic/status/597688272341626881,Traffic Alert सिल्प रोड द्वारका सेक्टर 6 नियर टेलीफ़ोन एक्सचेंज के पास जल बोर्ड वालों ने रोड पर गड्डा खोद रखा है|
record:0967f02b2f7677c6375c16c6faf08af168c51c227786c26383e3efbb2ab74a05,918329103152955392,https://twitter.com/dtptraffic/status/918329103152955392,Traffic Alert NHAI के कार्य की वजह से Mayur Vihar phase 2 अंडरपास बंद कर दिया गया है जिसकी वजह से नरवाना रोड पर यातायात ज्यादा रहेगा |
record:099833ed67f590e7ff451ff977fc29d13b0a195a6891d9b7e121942a0b24b7c4,591963713801859072,https://twitter.com/dtptraffic/status/591963713801859072,Traffic Alert नरेला से बवाना रोड पर यातायात अब सामान्य है|
record:0a50c6e802bd86144666643b18440cbb7cc5ba7e4bc4d4da542c52cd45cf87a8,866469775924281344,https://twitter.com/dtptraffic/status/866469775924281344,Traffic Alert अली गाँव रेड लाइट से बदरपुर बॉर्डर जाने वाले मार्ग में एक पेड़ गिर गया है जिससे यातायात ज्यादा है |
record:0ab209585b1358b60720ba9de6d216032538e4cbcbb7fc2277dd19d0958f8fff,900231841785020416,https://twitter.com/dtptraffic/status/900231841785020416,"Traffic Alert मंगलम से मयूर विहार,मंगलम अंडरपास की तरफ रोड बनाने का कम चल रहा है ट्रैफिक ज्यादा है"
record:0b7953a077204ec02695fd090989915c1dbadcd0178d887a0b1ce374e60d7207,911452250869948416,https://twitter.com/dtptraffic/status/911452250869948416,Part1/2..Traffic Alert Ring Road से Jhandu Singh Marg जाने वाले मार्ग में रोड धंसने के कारण यातयात प्रभावित है Iमोटर चालकों को सलाह दी जाती
record:0bf3a7736a780481db66a03f35e3a65e98eedab97acc2ad3513b59ba146ef1af,613315135952842752,https://twitter.com/dtptraffic/status/613315135952842752,"Traffic Alert महारानी बाग से आश्रम जाने वाले मार्ग में डीटीसी बस नंबर DL 1PC 1114 ख़राब हैं,यातायात ज्यादा हैं| असुविधा के लिए खेद है|"
record:0d4d9d3b03adf5739e6c5776abccc110db836255074843645f9c6a05a69e66a3,879915782288809984,https://twitter.com/dtptraffic/status/879915782288809984,Traffic Alert India Gate C - Hexagon पर ट्रैफिक हैवी हैI कृपया इस मार्ग के प्रयोग से बचें I
record:0d61472bbb98c0e7da0bb7c2330be93d4ee76dbc4a65bcc011fed147f4b3e9a6,621873574270398464,https://twitter.com/dtptraffic/status/621873574270398464,"Traffic Alert दिलशाद गार्डन में पॉकेट J और K में, PWD रोड़ की मरम्मत रहा है | अतः यहाँ पर यातायात प्रभावित रहेगा I असुविधा के लिए खेद है I"
record:0d73847b17b3e611c460953500a02e6e69d6676cec042bd35e350e9a8238938a,1082613947742728193,https://twitter.com/dtptraffic/status/1082613947742728193,Traffic Alert ईदगाह से तीस हजारी जाने वाले मार्ग (रानी झांसी फ्लाई ओवर) पर दिल्ली जल बोर्ड वाले काम कर रहे है जिसके कारण आज रात तक फ्लाई ओवर यातायात के लिए बन्द रहेगाI
record:0d861ff5cb921080fc74354e17558cf6ed9905508ff0758342439836dfcd5211,1013039835500535808,https://twitter.com/dtptraffic/status/1013039835500535808,Traffic Alert नरेला में राम देव चौक पर सड़क धंस गयी है I जिस कारण यातायात बाधित है I कृप्या इस मार्ग के प्रयोग से बचे I
record:0d939a44689b6af1523b7709e14b49dcd330f6b480a6c4fa9754a3c324e01515,590811969600495617,https://twitter.com/dtptraffic/status/590811969600495617,Traffic Alert जसोला रोड से साइन बाग रोड न. 13 के दोनों मार्गों पर यातायात अब सामान्य है |
record:0d9e770d5ef57f1870de84f5750f0a8bf2af9aca21f0f4662c64bd7b5dd9fc64,836779724437393408,https://twitter.com/dtptraffic/status/836779724437393408,Traffic Alert आजाद मार्किट चौक पर दिल्ली जल बोर्ड ने गड्ढा खोद रखा है जिससे यातायात अधिक है I कृपया इस मार्ग के प्रयोग से बचें I
record:0dd0837b3d29e619d2a84a116930cec25624c624e1722309b9336fae22a6447e,1043778186230738944,https://twitter.com/dtptraffic/status/1043778186230738944,Traffic Alert मूर्ति विसर्जन के कारण आगरा केनल रोड से कालिन्दी कुंज के तरफ यातायत ज्यादा हैI इस मार्ग के प्रयोग से बचेI
record:0e267547edeedbd0e657f955bee1fa95639857441deecdb26d73c5bc9f4de7af,586499809307156480,https://twitter.com/dtptraffic/status/586499809307156480,"Traffic Alert वसंत विहार जाने वाले मार्ग पर IIT फ्लाईओवर से पहले जो ट्रक ख़राब था, उसे हटवा दिया गया है|"
record:0e6aa1c99ff3fef74a51606a68fbd47bb30a133617c500b5add728f2b3f4e81e,919470663508705280,https://twitter.com/dtptraffic/status/919470663508705280,Traffic Alert नेताजी सुभाष प्लेस से जो रोड मौर्या एन्क्लेव की तरफ जाता है उस पर मेला लगा हुआ है जिसके कारण इस मार्ग पर यातायात ज्यादा रहेगा
record:0eca44d4b0e59c2fa5e386afcbfe1b0fcee7441237349fc956cf4f85018a7ea4,809585050429702144,https://twitter.com/dtptraffic/status/809585050429702144,Traffic Alert 1/2 भीष्म पितामह मार्ग दयाल सिंह कॉलेज के पास एक पेड़ गिर गया हैं जिससे भीष्म पितामह मार्ग से रिंग रोड की...
record:0ed3962f2933a8107a35d0ad02004395d7d0cec920ac54bb70cb8ad832fc7eb3,805993905674067968,https://twitter.com/dtptraffic/status/805993905674067968,Traffic Alert बाबासाहेब अम्बेडकर के श्रद्धांजलि कार्यक्रम की वजह से रेल भवन से संसद मार्ग को यातायात के लिए बंद कर दिया है |
record:0f0a57dc4d166a8945420d2d7c0ee0fb72441efe93a853a1417f20fc4ae68320,1125378676655157250,https://twitter.com/dtptraffic/status/1125378676655157250,Traffic Alert सुनहरी मस्ज़िद (लाल किला) में धार्मिक कार्यक्रम के कारण निषादराज मार्ग आज 7 PM से 11:30 PM तक बंद रहेगा|
record:0f2bcd206151826403a64e5f0c1dda5e9b3ba22f03858ad6d825aeed93cea15c,1070766780895772673,https://twitter.com/dtptraffic/status/1070766780895772673,Traffic Alert महिपालपुर से बसंत कुंज जाने वाले मार्ग में महिपालपुर चौक के पास एक बस ख़राब होने के कारण चारो और का यातायात हैवी हो गया हैIकृप्या इस मार्ग के प्रयोग से बचेI
record:0f4c3e429103c2ff5301ff04605ed24436b11ce01b57f053f3b74c548582385e,611024126656974849,https://twitter.com/dtptraffic/status/611024126656974849,Traffic Alert हौज़ खास मेट्रो स्टेशन पर रोड धसने के कारण यातायात ज्यादा रहेगा |
record:0fab20db3ad845b768158a8cf936a1db434d8b0f4a20119f4e1338c33d5dcca1,937892487485579270,https://twitter.com/dtptraffic/status/937892487485579270,"Traffic Alert जो वाहन DCM चौक, सदर बाज़ार और पुल मिठाई जाना चाहते है वह Y-POINT किशनगंज से होते हुए जाएंगे I"
record:101fd3acc5a049ec1de684fb3371e5028522174b67eef287043ae5d7b9f848c7,1089838078028644352,https://twitter.com/dtptraffic/status/1089838078028644352,Traffic Alert अपोलो हॉस्पिटल के अन्दर मुफ्त पार्किंग फुल हो गई हैं जिसके कारण यातायात को मथुरा रोड से बदरपुर की तरफ सीधे निकला जा रहा हैं| कृपया इस मार्ग के प्रयोग से बचें|
record:1058579f3c50bb74e7610b14b680d4d2a67dd8fec3c57b7401beea81f6e87d96,786163714034589696,https://twitter.com/dtptraffic/status/786163714034589696,Traffic Alert मदरसा T पॉइंट से INA की तरफ जाने वाले मार्ग के यातायात को लोधी रोड की तरफ ताजिये के कारण डाइवर्ट किया गया है I
record:105c1d64df24e625c8ea5937916df7beb8bf5748330b1e19ddaf519e68d95268,1054362503675830272,https://twitter.com/dtptraffic/status/1054362503675830272,Traffic Alert आश्रम फ्लाईओवर से DND की तरफ जाने वाले मार्ग में एक गाडी में आग लग जाने के कारण यातायात प्रभावित है I
record:10ba835cb7f9aa136f8131bc362de44870f21ae296c4fe5c8d7ee48fc62a5e08,1065889532111962112,https://twitter.com/dtptraffic/status/1065889532111962112,Traffic Alert गुरुद्वारा बंगला साहिब और गुरुद्वारा रकाबगंज के पास यातायात ज्यादा हैI इसके आस-पास के रोड को प्रयोग करने से बचेI
record:12078f51b9e8e0ca67a1939e138bcc61aa6a7288a015208cc4bba4434df2a264,932439417125351424,https://twitter.com/dtptraffic/status/932439417125351424,"Traffic Alert चिराग दिल्ली से मोदी मील जाने वाले मार्ग में फ्लाईओवर के ऊपर एक DTC बस ख़राब हो गई है,जिसके कारण इस मार्ग पर यातायात प्रभावित है"
record:13486bc3816a500eb3754a710cbd2107f4ff666a2162b256d2970e13ab0c8c4d,898761955086749697,https://twitter.com/dtptraffic/status/898761955086749697,"Traffic Alert हमदर्द से बदरपुर (दोनों मार्ग) एक DTC बस के दुर्घटना व ब्रेकडाउन और एक पेड़ गिरने के कारण ट्रैफिक प्रभावित है,"
record:13537cd33b31b547433d42ad4f5379dd614b11447df721b5ec9a0af50fab8da5,824895340323106817,https://twitter.com/dtptraffic/status/824895340323106817,Traffic Alert विंडसर प्लेस व जसवंत सिंह रोड से अशोका रोड की तरफ यातायात अब सामान्य है!
record:1370c9e2932c7aa9f12535eea1a39ef49ca59eb65d37a15177f6cc1ebf8b3103,1070782110879739905,https://twitter.com/dtptraffic/status/1070782110879739905,Traffic Alert महिपालपुर चौक के पास जो बस ख़राब थी उसे हटा दिया गया हैI
record:1391d84fc5442b3da10dae4625a7171d638d22b232693554676f2e46b0fd66b5,851630432496037889,https://twitter.com/dtptraffic/status/851630432496037889,Traffic Alert डाबड़ी मोड़ से द्वारका की तरफ जाने वाले मार्ग पर एक बिजली का खम्भा(POLE) टूट कर गिर गया है! जिसके कारण ट्रैफिक बाधित है!
record:139d219de34131d806968f77dfae72c32538340104edc0508b2ad8e3bfb1366c,1005440255925747712,https://twitter.com/dtptraffic/status/1005440255925747712,Traffic Alert आई.आई.टी. से Adchini जाने वाले रास्ते में एक पेड़ गिर गया है जिस के कारण यातायात प्रभावित है!
record:1450b3573290c0e2aac6e6efb7cf1f69e3823097e67e5b191e5c32d75ac1fc80,794513313342181377,https://twitter.com/dtptraffic/status/794513313342181377,"Traffic Alert मधुबन चौक से विकासपुरी की तरफ जाने वाले मार्ग पर मंगोलपुरी रेलवे फ्लाईओवर के नीचे झाड़ियो में आग लग गयी है, 1/2.."
record:14baa78ac3f1c1b74c9115dd863432f03395e9691b60e0520a80caaf83f7eba0,864089977109401601,https://twitter.com/dtptraffic/status/864089977109401601,Traffic Alert जसवंत सिंह गोल चक्कर से विंडसर प्लेस की तरफ जाने वाले मार्ग में BJP Office के सामने एक पेड़ गिर गया है जिससे यातायात बाधित है|
record:14ec43a9a8e7f2147361cbf389d5cdec9361606f66ea315f8816308bc99f9706,1068383323423092736,https://twitter.com/dtptraffic/status/1068383323423092736,Traffic Alert अखिल भारतीय किसान संघर्ष समन्वय समिति मार्च कस्तूरबा गांधी मार्ग पर है | यहाँ पर यातायात प्रभावित है |
record:14f0f0dd9822c1997fdb5c71088a542cefd1dc847c818c4c844422055de1d93d,804675923479961600,https://twitter.com/dtptraffic/status/804675923479961600,Traffic Alert ब्रिगेडियर होशियार सिंह मार्ग पर औरोबिन्दो मार्ग जाने वाले मार्ग पर अफ्रीका अवेन्यु से डायवर्सन दिया गया है I
record:1540931bec8da7ac7cdfc95a741653a2a5ffa5896eae895b62c93bf110b0303f,847425607931539457,https://twitter.com/dtptraffic/status/847425607931539457,Traffic Alert निजामुद्दीन से मयूर विहार जाने वाले carriage way में बारापुला पर elevated road का कार्य चल रहा है जिसे sarai kale khan से 2/1
record:1585a81e7c43de3f7e94f66c8f287fc0fa12d20903e71519ed517f945636b283,1040818907584647168,https://twitter.com/dtptraffic/status/1040818907584647168,Traffic Alert RTR Flyover पर PWD का कम चल रहा है जिसके कारण मुनिरका से एयरपोर्ट जाने वाले रास्ते को बंद किया हैI
record:158a89ef4b0cadfcd83c02a4811fdd6db836fd58dd7622a5b808d72866d50925,574173814558449664,https://twitter.com/dtptraffic/status/574173814558449664,Traffic Alert मूलचंद अंडरपास से स्लिप रोड चिराग दिल्ली की तरफ जाने वाले मार्ग में बरसात पानी भर गया है I
record:15c4fd50f565a64f3824f89b2a694d692744a895196f49c723ba2e5a14237761,1063630642372579329,https://twitter.com/dtptraffic/status/1063630642372579329,Traffic Alert नरेला लामपुर मोड़ से नरेला पुलिस स्टेशन की तरफ जाने वाले मार्ग पर मीरसिंह मार्केट के पास एक ट्रेक्टर ट्राली पलट गया है जिसके कारण यातायात बाधित हैI
record:161c0455e17e2b67a749efca794a1c9924a11a075cc44672fa084b9773392263,1022677612416651264,https://twitter.com/dtptraffic/status/1022677612416651264,Traffic Alert गाजीपुर मुर्गा मंडी और मयूर विहार फेज 2 जलभराव के कारण यातायात प्रभावित है कृप्या इस मार्ग के प्रयोग से बचें!
record:16573389191f24ce8b972db56aefd4d5f36d26d001732692350a9a5fb73e081c,1107861582254477312,https://twitter.com/dtptraffic/status/1107861582254477312,Traffic Alert धौला कुआँ से AIIMS जाने वाले मार्ग में मोती बाग़ फ्लाईओवर के पास एक ट्रक पलट गया है जिसके कारण यातायात बाधित है|
record:169bf5f472118a532be61cbf39bb0dc4496585e8bfedad98f5d5eedb64023aaf,1096962432210165765,https://twitter.com/dtptraffic/status/1096962432210165765,"Traffic Alert आश्रम चौक से निजामुद्दीन जाते हुए भोगल फ्लाईओवर पर रोड धस गई हैI जिसकी मरम्मत का कार्य 15/02/2019 रात 12 बजे से 17/02/2019 रात 12 बजे तक चलेगा, जिस कारण यह रोड बंद रहेगाI कृपया इस रोड के प्रयोग से बचेI"
record:16c1b023d2004619788e9f7936148b056b92b9c26ec38d5c86698968f0c559cf,1017791513265410048,https://twitter.com/dtptraffic/status/1017791513265410048,Traffic Alert छतरपुर से अंधेरिया मोड की तरफ रोड पर गहरा गड्डा हो गया हैं यातायात को divert कर दिया गया हैं|
record:1769f4d39816e0c765f0e483baa8e4fd9f6a06bd503acbf85caec6c800306b53,1119640406734467073,https://twitter.com/dtptraffic/status/1119640406734467073,Traffic Alert वजीरपुर मार्केट से रिंग रोड की तरफ जाते हुए K.C Goyal Marg पर भविष्य निधि भवन के सामने पानी की पाइप लाइन फटने के कारण waterlogging हो रही हैI जिस कारण यातायात बाधित हैI
record:17e9316f891f0841b2f5471c947b3a1e05c1fd34733854850ca9fe1f448a5454,910529773985607680,https://twitter.com/dtptraffic/status/910529773985607680,Traffic Alert मुर्गा मंडी के पास एक कार में आग लग जाने के कारण गाजीपुर के पास यातायात बाधित है I कृपया इस मार्ग के प्रयोग से बचें I
record:180463b87b781e27ebe99ddde6a175fcbbd75bc4c927892371b6749b58f6ea3d,561515306070585344,https://twitter.com/dtptraffic/status/561515306070585344,"Traffic Alert रिंग रोड पर आश्रम से सराय काले खां मार्ग पर यातायात ज्यादा चल रहा है, असुविधा के लिए खेद है|"
record:1804d74e49d7c25c0bdbc2c654fea928661d0de599bb744ce2000c29788b7fc5,1046326539703316481,https://twitter.com/dtptraffic/status/1046326539703316481,Traffic Alert हिन्दू युवा चेतना संगठन का एक जुलूस जो हनुमान सेतू से चलकर छातारैल -राजघाट -दरियागंज -दिल्ली गेट -ITO-प्रगति मैदान -आश्रम -निजामुद्दीन -लाजपत नगर -साउथ एक्सटेंशन -कोटला -चिड़ियाघर -खान मार्केट से होते हुए इंडिया गेट तक जायेगाI
record:18da3dc0ce3d14a78e39ecfcb6389ff136a48d30d2c148fbd3b1d5cbb17bc531,788402021934075905,https://twitter.com/dtptraffic/status/788402021934075905,Traffic Alert आजाद मार्किट चौक पर बिजली के दो खम्भे गिर जाने के कारण यातायात प्रभावित है I
record:1978b1fce2f864904b56b457337061278b1b2b7af1477b8d0547d73cb581b73c,778426576387969024,https://twitter.com/dtptraffic/status/778426576387969024,Traffic Alert वजीराबाद पुल पर खजुरी से सिविल लाइन की तरफ जाने वाले मार्ग पर आज 08.00 AM से 10.00 AM तक यातायात को one way किया गया हैI
record:198deb37640f3b7519805ce64fed8a891adfb25acd654cba4b840550a72d07bd,1031107231373131776,https://twitter.com/dtptraffic/status/1031107231373131776,Traffic Alert अनुवर्त मार्ग कुतुबमीनार मेट्रो स्टेशन के सामने जलभराव के कारण यातायात प्रभावित है!
record:19ac5d28a543a8c600519bc78e2e22d81b901d29527387d8a636ed0e71aacb39,1010430944547876864,https://twitter.com/dtptraffic/status/1010430944547876864,Traffic Alert दुर्गा पुरी फ्लाईओवर से GTB Hospital जाने वाले मार्ग में दुर्गा पुरी फ्लाईओवर पर दरार आने के करण यातायात बाधित है I कृपया इस मार्ग के प्रयोग से बचे I
record:19ea4c5af8a53cc88879b200607bfa39a83f2a1eafab3c20ed231057545f34cc,774539770177257473,https://twitter.com/dtptraffic/status/774539770177257473,"Traffic Alert भरत नगर गंदे नाले की रेड लाइट पर एक रोड रोलर ख़राब है, जिसकी वजह से यातायात ज्यादा हैI"
record:19fed3cf77bf221d4bc278d94f23300e54e9b0ef248b0a6370c30f2544156940,1003062433949204480,https://twitter.com/dtptraffic/status/1003062433949204480,Traffic Alert दिनांक 03-06-2018 सुबह 07:00 बजे से साइकिल रेस का आयोजन किया जायेगा जिसका मार्ग इस प्रकार से रहेगा :- Connaught Place - GPO -RML -Mother Teresa Crescent Road -President's House (Gate No.26) से U-टर्न लेकर RML -GPO -Baba Kharak Singh Marg- Shivaji Stadium.
